SenseLab_M01;
Time Zone;UTC+2:00;
Monitor;80.80.12.F1;
;
Pill n°1;24.00.1A.0B;;;;;;Pill n°2;24.00.20.3A;;;;;;Pill n°3;24.00.1A.0B;;;;;;
Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;
1264;07/06/2023;14:40:38;37.19;;;;1264;07/06/2023;14:40:47;31.95;Synchronized;;;;;;;;;;
1265;07/06/2023;14:41:38;37.21;;;;1265;07/06/2023;14:41:47;31.94;Synchronized;;;;;;;;;;
1266;07/06/2023;14:42:38;37.21;;;;1266;07/06/2023;14:42:47;31.87;Synchronized;;;;;;;;;;
1267;07/06/2023;14:43:38;37.22;;;;1267;07/06/2023;14:43:47;31.84;Synchronized;;;;;;;;;;
1268;07/06/2023;14:44:38;37.2;;;;1268;07/06/2023;14:44:47;31.76;Synchronized;;;;;;;;;;
1269;07/06/2023;14:45:38;37.22;;;;1269;07/06/2023;14:45:47;31.73;Synchronized;;;;;;;;;;
1270;07/06/2023;14:46:38;37.2;;;;1270;07/06/2023;14:46:47;31.7;Synchronized;;;;;;;;;;
1271;07/06/2023;14:47:38;37.2;;;;1271;07/06/2023;14:47:47;31.73;Synchronized;;;;;;;;;;
1272;07/06/2023;14:48:38;37.2;;;;1272;07/06/2023;14:48:47;31.78;Synchronized;;;;;;;;;;
1273;07/06/2023;14:49:38;37.19;;;;1273;07/06/2023;14:49:47;31.78;Synchronized;;;;;;;;;;
1274;07/06/2023;14:50:38;37.15;;;;1274;07/06/2023;14:50:47;31.67;Synchronized;;;;;;;;;;
1275;07/06/2023;14:51:38;37.09;;;;1275;07/06/2023;14:51:47;31.52;Synchronized;;;;;;;;;;
1276;07/06/2023;14:52:38;37.06;;;;1276;07/06/2023;14:52:47;31.55;Synchronized;;;;;;;;;;
1277;07/06/2023;14:53:38;37.05;;;;1277;07/06/2023;14:53:47;31.62;Synchronized;;;;;;;;;;
1278;07/06/2023;14:54:38;37.04;;;;1278;07/06/2023;14:54:47;31.59;Synchronized;;;;;;;;;;
1279;07/06/2023;14:55:38;37.06;;;;1279;07/06/2023;14:55:46;31.55;Synchronized;;;;;;;;;;
1280;07/06/2023;14:56:38;37;;;;1280;07/06/2023;14:56:46;31.56;Synchronized;;;;;;;;;;
1281;07/06/2023;14:57:38;37.01;;;;1281;07/06/2023;14:57:46;31.61;Synchronized;;;;;;;;;;
1282;07/06/2023;14:58:38;37.02;;;;1282;07/06/2023;14:58:46;31.7;Synchronized;;;;;;;;;;
1283;07/06/2023;14:59:38;37.03;;;;1283;07/06/2023;14:59:46;31.78;Synchronized;;;;;;;;;;
1284;07/06/2023;15:00:38;37.03;;;;1284;07/06/2023;15:00:46;31.84;Synchronized;;;;;;;;;;
1285;07/06/2023;15:01:38;37.08;;;;1285;07/06/2023;15:01:46;31.95;Synchronized;;;;;;;;;;
1286;07/06/2023;15:02:38;37.08;;;;1286;07/06/2023;15:02:46;32;Synchronized;;;;;;;;;;
1287;07/06/2023;15:03:38;37.09;;;;1287;07/06/2023;15:03:46;32.07;Synchronized;;;;;;;;;;
1288;07/06/2023;15:04:38;37.11;;;;1288;07/06/2023;15:04:46;31.94;Synchronized;;;;;;;;;;
1289;07/06/2023;15:05:38;37.13;;;;1289;07/06/2023;15:05:46;31.91;Synchronized;;;;;;;;;;
1290;07/06/2023;15:06:38;37.13;;;;1290;07/06/2023;15:06:46;31.94;Synchronized;;;;;;;;;;
1291;07/06/2023;15:07:38;37.13;;;;1291;07/06/2023;15:07:46;31.98;Synchronized;;;;;;;;;;
1292;07/06/2023;15:08:38;37.14;Synchronized;;;1292;07/06/2023;15:08:46;31.98;Synchronized;;;;;;;;;;
1293;07/06/2023;15:09:38;37.16;Synchronized;;;1293;07/06/2023;15:09:46;32.02;Synchronized;;;;;;;;;;
1294;07/06/2023;15:10:38;37.16;Synchronized;;;1294;07/06/2023;15:10:46;31.99;Synchronized;;;;;;;;;;
1295;07/06/2023;15:11:38;37.19;Synchronized;;;1295;07/06/2023;15:11:46;32.02;Synchronized;;;;;;;;;;
1296;07/06/2023;15:12:38;37.2;Synchronized;;;1296;07/06/2023;15:12:46;32.04;Synchronized;;;;;;;;;;
1297;07/06/2023;15:13:38;37.2;;;;1297;07/06/2023;15:13:45;31.9;Synchronized;;;;;;;;;;
1298;07/06/2023;15:14:38;37.2;;;;1298;07/06/2023;15:14:45;31.75;Synchronized;;;;;;;;;;
1299;07/06/2023;15:15:38;37.16;;;;1299;07/06/2023;15:15:45;31.72;Synchronized;;;;;;;;;;
1300;07/06/2023;15:16:38;37.21;;;;1300;07/06/2023;15:16:45;31.7;Synchronized;;;;;;;;;;
1301;07/06/2023;15:17:38;37.22;;;;1301;07/06/2023;15:17:45;31.74;Synchronized;;;;;;;;;;
1302;07/06/2023;15:18:38;37.23;;;;1302;07/06/2023;15:18:45;31.83;Synchronized;;;;;;;;;;
1303;07/06/2023;15:19:38;37.23;;;;1303;07/06/2023;15:19:45;31.85;Synchronized;;;;;;;;;;
1304;07/06/2023;15:20:38;37.23;;;;1304;07/06/2023;15:20:45;31.85;Synchronized;;;;;;;;;;
1305;07/06/2023;15:21:38;37.23;;;;1305;07/06/2023;15:21:45;31.84;Synchronized;;;;;;;;;;
1306;07/06/2023;15:22:38;37.24;;;;1306;07/06/2023;15:22:45;31.86;Synchronized;;;;;;;;;;
1307;07/06/2023;15:23:38;37.23;Synchronized;;;1307;07/06/2023;15:23:45;31.78;Synchronized;;;;;;;;;;
1308;07/06/2023;15:24:38;37.22;;;;1308;07/06/2023;15:24:45;31.72;Synchronized;;;;;;;;;;
1309;07/06/2023;15:25:38;37.22;Synchronized;;;1309;07/06/2023;15:25:45;31.72;Synchronized;;;;;;;;;;
1310;07/06/2023;15:26:38;37.23;Synchronized;;;1310;07/06/2023;15:26:45;31.83;Synchronized;;;;;;;;;;
1311;07/06/2023;15:27:38;37.21;;;;1311;07/06/2023;15:27:45;31.91;Synchronized;;;;;;;;;;
1312;07/06/2023;15:28:38;37.23;Synchronized;;;1312;07/06/2023;15:28:45;31.93;Synchronized;;;;;;;;;;
1313;07/06/2023;15:29:38;37.22;;;;1313;07/06/2023;15:29:45;31.93;Synchronized;;;;;;;;;;
1314;07/06/2023;15:30:38;37.23;;;;1314;07/06/2023;15:30:45;31.88;Synchronized;;;;;;;;;;
1315;07/06/2023;15:31:38;37.23;;;;1315;07/06/2023;15:31:44;31.87;Synchronized;;;;;;;;;;
1316;07/06/2023;15:32:38;37.22;;;;1316;07/06/2023;15:32:44;31.85;Synchronized;;;;;;;;;;
1317;07/06/2023;15:33:38;37.23;;;;1317;07/06/2023;15:33:44;31.84;Synchronized;;;;;;;;;;
1318;07/06/2023;15:34:38;37.23;;;;1318;07/06/2023;15:34:44;31.82;Synchronized;;;;;;;;;;
1319;07/06/2023;15:35:38;37.23;;;;1319;07/06/2023;15:35:44;31.98;Synchronized;;;;;;;;;;
1320;07/06/2023;15:36:38;37.23;;;;1320;07/06/2023;15:36:44;32.04;Synchronized;;;;;;;;;;
1321;07/06/2023;15:37:38;37.23;;;;1321;07/06/2023;15:37:44;31.93;Synchronized;;;;;;;;;;
1322;07/06/2023;15:38:38;37.23;;;;1322;07/06/2023;15:38:44;31.88;Synchronized;;;;;;;;;;
1323;07/06/2023;15:39:38;37.22;;;;1323;07/06/2023;15:39:44;31.8;Synchronized;;;;;;;;;;
1324;07/06/2023;15:40:38;37.21;;;;1324;07/06/2023;15:40:44;31.8;Synchronized;;;;;;;;;;
1325;07/06/2023;15:41:38;37.2;;;;1325;07/06/2023;15:41:44;31.75;Synchronized;;;;;;;;;;
1326;07/06/2023;15:42:38;37.19;;;;1326;07/06/2023;15:42:44;31.72;Synchronized;;;;;;;;;;
1327;07/06/2023;15:43:38;37.2;;;;1327;07/06/2023;15:43:44;31.63;Synchronized;;;;;;;;;;
1328;07/06/2023;15:44:38;37.19;;;;1328;07/06/2023;15:44:44;31.63;Synchronized;;;;;;;;;;
1329;07/06/2023;15:45:38;37.2;;;;1329;07/06/2023;15:45:44;31.63;Synchronized;;;;;;;;;;
1330;07/06/2023;15:46:38;37.21;;;;1330;07/06/2023;15:46:44;31.61;Synchronized;;;;;;;;;;
1331;07/06/2023;15:47:38;37.2;;;;1331;07/06/2023;15:47:44;31.63;Synchronized;;;;;;;;;;
1332;07/06/2023;15:48:38;37.2;;;;1332;07/06/2023;15:48:44;31.71;Synchronized;;;;;;;;;;
1333;07/06/2023;15:49:38;37.22;;;;1333;07/06/2023;15:49:43;31.73;Synchronized;;;;;;;;;;
1334;07/06/2023;15:50:38;37.2;;;;1334;07/06/2023;15:50:43;31.67;Synchronized;;;;;;;;;;
1335;07/06/2023;15:51:38;37.22;;;;1335;07/06/2023;15:51:43;31.72;Synchronized;;;;;;;;;;
1336;07/06/2023;15:52:38;37.23;;;;1336;07/06/2023;15:52:43;31.74;Synchronized;;;;;;;;;;
1337;07/06/2023;15:53:38;37.23;Synchronized;;;1337;07/06/2023;15:53:43;31.86;Synchronized;;;;;;;;;;
1338;07/06/2023;15:54:38;37.22;Synchronized;;;1338;07/06/2023;15:54:43;31.88;Synchronized;;;;;;;;;;
1339;07/06/2023;15:55:38;37.24;;;;1339;07/06/2023;15:55:43;32.39;Synchronized;;;;;;;;;;
1340;07/06/2023;15:56:38;37.22;;;;1340;07/06/2023;15:56:43;32.27;Synchronized;;;;;;;;;;
1341;07/06/2023;15:57:38;37.24;Synchronized;;;1341;07/06/2023;15:57:43;32.27;Synchronized;;;;;;;;;;
1342;07/06/2023;15:58:38;37.24;Synchronized;;;1342;07/06/2023;15:58:43;32.27;Synchronized;;;;;;;;;;
1343;07/06/2023;15:59:38;37.23;Synchronized;;;1343;07/06/2023;15:59:43;32.32;Synchronized;;;;;;;;;;
1344;07/06/2023;16:00:38;37.22;;;;1344;07/06/2023;16:00:43;32.36;Synchronized;;;;;;;;;;
1345;07/06/2023;16:01:38;37.22;;;;1345;07/06/2023;16:01:43;32.38;Synchronized;;;;;;;;;;
1346;07/06/2023;16:02:38;37.23;;;;1346;07/06/2023;16:02:43;32.42;Synchronized;;;;;;;;;;
1347;07/06/2023;16:03:38;37.23;Synchronized;;;1347;07/06/2023;16:03:43;32.45;Synchronized;;;;;;;;;;
1348;07/06/2023;16:04:38;37.2;;;;1348;07/06/2023;16:04:43;32.47;Synchronized;;;;;;;;;;
1349;07/06/2023;16:05:38;37.21;;;;1349;07/06/2023;16:05:43;32.5;Synchronized;;;;;;;;;;
1350;07/06/2023;16:06:38;37.2;;;;1350;07/06/2023;16:06:43;32.59;Synchronized;;;;;;;;;;
1351;07/06/2023;16:07:38;37.19;;;;1351;07/06/2023;16:07:42;32.59;Synchronized;;;;;;;;;;
1352;07/06/2023;16:08:38;37.17;;;;1352;07/06/2023;16:08:42;32.54;Synchronized;;;;;;;;;;
1353;07/06/2023;16:09:38;37.16;;;;1353;07/06/2023;16:09:42;32.57;Synchronized;;;;;;;;;;
1354;07/06/2023;16:10:38;37.16;;;;1354;07/06/2023;16:10:42;32.64;Synchronized;;;;;;;;;;
1355;07/06/2023;16:11:38;37.15;;;;1355;07/06/2023;16:11:42;32.66;Synchronized;;;;;;;;;;
1356;07/06/2023;16:12:38;37.16;;;;1356;07/06/2023;16:12:42;32.68;Synchronized;;;;;;;;;;
1357;07/06/2023;16:13:38;37.16;;;;1357;07/06/2023;16:13:42;32.51;Synchronized;;;;;;;;;;
1358;07/06/2023;16:14:38;37.15;;;;1358;07/06/2023;16:14:42;32.23;Synchronized;;;;;;;;;;
1359;07/06/2023;16:15:38;37.17;;;;1359;07/06/2023;16:15:42;32.02;Synchronized;;;;;;;;;;
1360;07/06/2023;16:16:38;37.17;;;;1360;07/06/2023;16:16:42;31.83;Synchronized;;;;;;;;;;
1361;07/06/2023;16:17:38;37.17;;;;1361;07/06/2023;16:17:42;31.8;Synchronized;;;;;;;;;;
1362;07/06/2023;16:18:38;37.19;;;;1362;07/06/2023;16:18:42;31.63;Synchronized;;;;;;;;;;
1363;07/06/2023;16:19:38;37.16;;;;1363;07/06/2023;16:19:42;31.52;Synchronized;;;;;;;;;;
1364;07/06/2023;16:20:38;37.16;;;;1364;07/06/2023;16:20:42;31.52;Synchronized;;;;;;;;;;
1365;07/06/2023;16:21:38;37.19;;;;1365;07/06/2023;16:21:42;31.52;Synchronized;;;;;;;;;;
1366;07/06/2023;16:22:38;37.2;;;;1366;07/06/2023;16:22:42;31.49;Synchronized;;;;;;;;;;
1367;07/06/2023;16:23:38;37.17;;;;1367;07/06/2023;16:23:42;31.45;Synchronized;;;;;;;;;;
1368;07/06/2023;16:24:38;37.2;;;;1368;07/06/2023;16:24:42;31.41;Synchronized;;;;;;;;;;
1369;07/06/2023;16:25:38;37.2;;;;1369;07/06/2023;16:25:41;31.18;Synchronized;;;;;;;;;;
1370;07/06/2023;16:26:38;37.16;;;;1370;07/06/2023;16:26:41;31.02;Synchronized;;;;;;;;;;
1371;07/06/2023;16:27:38;37.19;;;;1371;07/06/2023;16:27:41;30.91;Synchronized;;;;;;;;;;
1372;07/06/2023;16:28:38;37.2;;;;1372;07/06/2023;16:28:41;30.86;Synchronized;;;;;;;;;;
1373;07/06/2023;16:29:38;37.16;;;;1373;07/06/2023;16:29:41;30.82;Synchronized;;;;;;;;;;
1374;07/06/2023;16:30:38;37.2;;;;1374;07/06/2023;16:30:41;30.95;Synchronized;;;;;;;;;;
1375;07/06/2023;16:31:38;37.17;;;;1375;07/06/2023;16:31:41;31.05;Synchronized;;;;;;;;;;
1376;07/06/2023;16:32:38;37.2;;;;1376;07/06/2023;16:32:41;31.13;Synchronized;;;;;;;;;;
1377;07/06/2023;16:33:38;37.16;;;;1377;07/06/2023;16:33:41;31.25;Synchronized;;;;;;;;;;
1378;07/06/2023;16:34:38;37.17;;;;1378;07/06/2023;16:34:41;31.2;Synchronized;;;;;;;;;;
1379;07/06/2023;16:35:39;37.15;;;;1379;07/06/2023;16:35:41;31.1;Synchronized;;;;;;;;;;
1380;07/06/2023;16:36:39;37.09;;;;1380;07/06/2023;16:36:41;31.21;Synchronized;;;;;;;;;;
1381;07/06/2023;16:37:39;37.02;;;;1381;07/06/2023;16:37:41;31.39;Synchronized;;;;;;;;;;
1382;07/06/2023;16:38:39;36.97;;;;1382;07/06/2023;16:38:41;31.61;Synchronized;;;;;;;;;;
1383;07/06/2023;16:39:39;36.95;Synchronized;;;1383;07/06/2023;16:39:41;31.68;Synchronized;;;;;;;;;;
1384;07/06/2023;16:40:39;36.95;;;;1384;07/06/2023;16:40:41;31.83;Synchronized;;;;;;;;;;
1385;07/06/2023;16:41:39;36.98;Synchronized;;;1385;07/06/2023;16:41:41;31.73;Synchronized;;;;;;;;;;
1386;07/06/2023;16:42:39;36.98;Synchronized;;;1386;07/06/2023;16:42:41;32.07;Synchronized;;;;;;;;;;
1387;07/06/2023;16:43:39;37.04;Synchronized;;;1387;07/06/2023;16:43:40;31.73;Synchronized;;;;;;;;;;
1388;07/06/2023;16:44:39;37.05;Synchronized;;;1388;07/06/2023;16:44:40;31.72;Synchronized;;;;;;;;;;
1389;07/06/2023;16:45:39;37.06;;;;1389;07/06/2023;16:45:40;31.86;Synchronized;;;;;;;;;;
1390;07/06/2023;16:46:39;37.09;;;;1390;07/06/2023;16:46:40;31.76;Synchronized;;;;;;;;;;
1391;07/06/2023;16:47:39;37.09;Synchronized;;;1391;07/06/2023;16:47:40;31.81;Synchronized;;;;;;;;;;
1392;07/06/2023;16:48:39;37.12;Synchronized;;;1392;07/06/2023;16:48:40;31.64;Synchronized;;;;;;;;;;
1393;07/06/2023;16:49:39;37.11;;;;1393;07/06/2023;16:49:40;31.52;Synchronized;;;;;;;;;;
1394;07/06/2023;16:50:39;37.13;;;;1394;07/06/2023;16:50:40;31.62;Synchronized;;;;;;;;;;
1395;07/06/2023;16:51:39;37.16;Synchronized;;;1395;07/06/2023;16:51:40;31.7;Synchronized;;;;;;;;;;
1396;07/06/2023;16:52:39;37.15;Synchronized;;;1396;07/06/2023;16:52:40;31.37;Synchronized;;;;;;;;;;
1397;07/06/2023;16:53:39;37.17;;;;1397;07/06/2023;16:53:40;31.25;Synchronized;;;;;;;;;;
;;;;;;;1398;07/06/2023;16:54:40;31.4;Synchronized;;;;;;;;;;
;;;;;;;1399;07/06/2023;16:55:40;31.41;Synchronized;;;;;;;;;;
;;;;;;;1400;07/06/2023;16:56:40;31.28;Synchronized;;;;;;;;;;
;;;;;;;1401;07/06/2023;16:57:40;31.16;Synchronized;;;;;;;;;;
;;;;;;;1402;07/06/2023;16:58:40;31.1;Synchronized;;;;;;;;;;
;;;;;;;1403;07/06/2023;16:59:40;31.07;Synchronized;;;;;;;;;;
;;;;;;;1404;07/06/2023;17:00:40;31.12;Synchronized;;;;;;;;;;
;;;;;;;1405;07/06/2023;17:01:39;31.3;Synchronized;;;;;;;;;;
;;;;;;;1406;07/06/2023;17:02:39;31.31;Synchronized;;;;;;;;;;
;;;;;;;1407;07/06/2023;17:03:39;31.3;Synchronized;;;;;;;;;;
;;;;;;;1408;07/06/2023;17:04:39;31.27;Synchronized;;;;;;;;;;
;;;;;;;1409;07/06/2023;17:05:39;31.26;Synchronized;;;;;;;;;;
;;;;;;;1410;07/06/2023;17:06:39;30.99;Synchronized;;;;;;;;;;
;;;;;;;1411;07/06/2023;17:07:39;30.82;Synchronized;;;;;;;;;;
;;;;;;;1412;07/06/2023;17:08:39;30.82;Synchronized;;;;;;;;;;
;;;;;;;1413;07/06/2023;17:09:39;30.76;;;;;;;;;;;
;;;;;;;1414;07/06/2023;17:10:39;30.82;Synchronized;;;;;;;;;;
;;;;;;;1415;07/06/2023;17:11:39;30.85;;;;;;;;;;;
;;;;;;;1416;07/06/2023;17:12:39;31.38;;;;;;;;;;;
;;;;;;;1417;07/06/2023;17:13:39;31.19;;;;;;;;;;;
;;;;;;;1418;07/06/2023;17:14:39;30.95;;;;;;;;;;;
;;;;;;;1419;07/06/2023;17:15:39;30.7;;;;;;;;;;;
;;;;;;;1420;07/06/2023;17:16:40;30.19;;;;;;;;;;;
;;;;;;;1421;07/06/2023;17:17:39;30.22;;;;;;;;;;;
;;;;;;;1422;07/06/2023;17:18:39;30.38;;;;;;;;;;;
;;;;;;;1423;07/06/2023;17:19:39;30.46;;;;;;;;;;;
;;;;;;;1424;07/06/2023;17:20:39;30.44;;;;;;;;;;;
;;;;;;;1425;07/06/2023;17:21:39;30.41;;;;;;;;;;;
;;;;;;;1426;07/06/2023;17:22:39;30.41;;;;;;;;;;;
;;;;;;;1427;07/06/2023;17:23:39;30.44;;;;;;;;;;;
;;;;;;;1428;07/06/2023;17:24:38;30.59;;;;;;;;;;;
;;;;;;;1429;07/06/2023;17:25:38;30.77;;;;;;;;;;;
;;;;;;;1430;07/06/2023;17:26:38;30.68;;;;;;;;;;;
;;;;;;;1431;07/06/2023;17:27:38;30.58;;;;;;;;;;;
;;;;;;;1432;07/06/2023;17:28:38;30.49;;;;;;;;;;;
;;;;;;;1433;07/06/2023;17:29:38;30.54;;;;;;;;;;;
;;;;;;;1434;07/06/2023;17:30:38;30.64;;;;;;;;;;;
;;;;;;;1435;07/06/2023;17:31:38;30.73;;;;;;;;;;;
;;;;;;;1436;07/06/2023;17:32:38;30.86;;;;;;;;;;;
;;;;;;;1437;07/06/2023;17:33:38;30.92;;;;;;;;;;;
;;;;;;;1438;07/06/2023;17:34:38;31.19;;;;;;;;;;;
;;;;;;;1439;07/06/2023;17:35:38;31.25;;;;;;;;;;;
;;;;;;;1440;07/06/2023;17:36:38;30.5;;;;;;;;;;;
;;;;;;;1441;07/06/2023;17:37:38;29.74;;;;;;;;;;;
;;;;;;;1442;07/06/2023;17:38:38;29.16;;;;;;;;;;;
;;;;;;;1443;07/06/2023;17:39:38;28.72;;;;;;;;;;;
;;;;;;;1444;07/06/2023;17:40:38;28.33;;;;;;;;;;;
;;;;;;;1445;07/06/2023;17:41:38;28.04;;;;;;;;;;;
;;;;;;;1446;07/06/2023;17:42:38;27.79;;;;;;;;;;;
;;;;;;;1447;07/06/2023;17:43:38;27.59;;;;;;;;;;;
;;;;;;;1448;07/06/2023;17:44:38;27.46;;;;;;;;;;;
;;;;;;;1449;07/06/2023;17:45:38;27.34;;;;;;;;;;;
;;;;;;;1450;07/06/2023;17:46:38;27.27;;;;;;;;;;;
;;;;;;;1451;07/06/2023;17:47:38;27.24;;;;;;;;;;;
;;;;;;;1452;07/06/2023;17:48:38;27.21;;;;;;;;;;;
;;;;;;;1453;07/06/2023;17:49:37;27.26;;;;;;;;;;;
;;;;;;;1454;07/06/2023;17:50:37;27.25;;;;;;;;;;;
;;;;;;;1455;07/06/2023;17:51:37;27.3;;;;;;;;;;;
;;;;;;;1456;07/06/2023;17:52:37;27.34;;;;;;;;;;;
;;;;;;;1457;07/06/2023;17:53:37;27.4;;;;;;;;;;;
;;;;;;;1458;07/06/2023;17:54:37;27.41;;;;;;;;;;;
;;;;;;;1459;07/06/2023;17:55:37;27.42;;;;;;;;;;;
;;;;;;;1460;07/06/2023;17:56:36;27.46;;;;;;;;;;;
;;;;;;;1461;07/06/2023;17:57:37;27.51;;;;;;;;;;;
;
;
