SenseLab_M05;
Time Zone;UTC+2:00;
Monitor;80.80.10.43;
;
Pill n°1;24.00.1A.D0;;;;;;Pill n°2;24.00.1B.19;;;;;;Pill n°3;24.00.1A.F0;;;;;;
Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;
;;;;;;;1225;07/06/2023;13:53:09;37.59;;;;1225;07/06/2023;13:52:10;37.37;Synchronized;;;
;;;;;;;1226;07/06/2023;13:54:09;37.63;Synchronized;;;1226;07/06/2023;13:53:10;37.37;Synchronized;;;
;;;;;;;1227;07/06/2023;13:55:09;37.61;;;;1227;07/06/2023;13:54:09;37.34;Synchronized;;;
;;;;;;;1228;07/06/2023;13:56:09;37.62;;;;1228;07/06/2023;13:55:09;37.35;Synchronized;;;
;;;;;;;1229;07/06/2023;13:57:09;37.58;;;;1229;07/06/2023;13:56:09;37.35;Synchronized;;;
;;;;;;;1230;07/06/2023;13:58:09;37.58;;;;1230;07/06/2023;13:57:09;37.37;Synchronized;;;
;;;;;;;1231;07/06/2023;13:59:09;37.55;;;;1231;07/06/2023;13:58:09;37.37;Synchronized;;;
;;;;;;;1232;07/06/2023;14:00:09;37.57;;;;1232;07/06/2023;13:59:09;37.37;Synchronized;;;
;;;;;;;1233;07/06/2023;14:01:09;37.61;;;;1233;07/06/2023;14:00:09;37.37;Synchronized;;;
;;;;;;;1234;07/06/2023;14:02:09;37.6;;;;1234;07/06/2023;14:01:09;37.38;Synchronized;;;
;;;;;;;1235;07/06/2023;14:03:08;37.59;;;;1235;07/06/2023;14:02:09;37.37;Synchronized;;;
;;;;;;;1236;07/06/2023;14:04:08;37.6;;;;1236;07/06/2023;14:03:09;37.38;Synchronized;;;
;;;;;;;1237;07/06/2023;14:05:08;37.62;Synchronized;;;1237;07/06/2023;14:04:08;37.39;Synchronized;;;
;;;;;;;1238;07/06/2023;14:06:08;37.59;;;;1238;07/06/2023;14:05:08;37.41;Synchronized;;;
;;;;;;;1239;07/06/2023;14:07:08;37.58;Synchronized;;;1239;07/06/2023;14:06:08;37.41;Synchronized;;;
;;;;;;;1240;07/06/2023;14:08:08;37.59;Synchronized;;;1240;07/06/2023;14:07:08;37.38;Synchronized;;;
;;;;;;;1241;07/06/2023;14:09:08;37.57;;;;1241;07/06/2023;14:08:08;37.38;;;;
;;;;;;;1242;07/06/2023;14:10:08;37.55;;;;1242;07/06/2023;14:09:08;37.37;Synchronized;;;
;;;;;;;1243;07/06/2023;14:11:08;37.56;Synchronized;;;1243;07/06/2023;14:10:07;37.38;;;;
;;;;;;;1244;07/06/2023;14:12:08;37.55;;;;1244;07/06/2023;14:11:07;37.38;Synchronized;;;
;;;;;;;1245;07/06/2023;14:13:08;37.57;;;;1245;07/06/2023;14:12:07;37.37;Synchronized;;;
;;;;;;;1246;07/06/2023;14:14:07;37.58;;;;1246;07/06/2023;14:13:07;37.37;Synchronized;;;
;;;;;;;1247;07/06/2023;14:15:07;37.56;;;;1247;07/06/2023;14:14:07;37.37;Synchronized;;;
;;;;;;;1248;07/06/2023;14:16:07;37.6;;;;1248;07/06/2023;14:15:07;37.34;;;;
;;;;;;;1249;07/06/2023;14:17:07;37.59;Synchronized;;;1249;07/06/2023;14:16:07;37.37;;;;
;;;;;;;1250;07/06/2023;14:18:07;37.56;Synchronized;;;1250;07/06/2023;14:17:07;37.34;;;;
;;;;;;;1251;07/06/2023;14:19:07;37.57;;;;1251;07/06/2023;14:18:07;37.34;;;;
;;;;;;;1252;07/06/2023;14:20:07;37.55;;;;1252;07/06/2023;14:19:07;37.34;;;;
;;;;;;;1253;07/06/2023;14:21:07;37.54;Synchronized;;;1253;07/06/2023;14:20:06;37.34;;;;
;;;;;;;1254;07/06/2023;14:22:07;37.54;;;;1254;07/06/2023;14:21:06;37.34;;;;
;;;;;;;1255;07/06/2023;14:23:07;37.53;;;;1255;07/06/2023;14:22:06;37.33;;;;
;;;;;;;1256;07/06/2023;14:24:07;37.55;;;;1256;07/06/2023;14:23:06;37.33;;;;
;;;;;;;1257;07/06/2023;14:25:06;37.54;;;;1257;07/06/2023;14:24:06;37.33;;;;
;;;;;;;1258;07/06/2023;14:26:06;37.49;;;;1258;07/06/2023;14:25:06;37.31;;;;
;;;;;;;1259;07/06/2023;14:27:06;37.5;;;;1259;07/06/2023;14:26:06;37.32;;;;
;;;;;;;1260;07/06/2023;14:28:06;37.49;;;;1260;07/06/2023;14:27:06;37.33;;;;
;;;;;;;1261;07/06/2023;14:29:06;37.46;;;;1261;07/06/2023;14:28:06;37.34;;;;
;;;;;;;1262;07/06/2023;14:30:06;37.45;;;;1262;07/06/2023;14:29:05;37.33;;;;
;;;;;;;1263;07/06/2023;14:31:06;37.44;;;;1263;07/06/2023;14:30:05;37.31;;;;
;;;;;;;1264;07/06/2023;14:32:06;37.47;;;;1264;07/06/2023;14:31:05;37.3;;;;
;;;;;;;1265;07/06/2023;14:33:06;37.45;;;;1265;07/06/2023;14:32:05;37.3;;;;
;;;;;;;1266;07/06/2023;14:34:06;37.48;;;;1266;07/06/2023;14:33:05;37.31;;;;
;;;;;;;1267;07/06/2023;14:35:06;37.45;;;;1267;07/06/2023;14:34:05;37.31;;;;
;;;;;;;1268;07/06/2023;14:36:06;37.48;;;;1268;07/06/2023;14:35:05;37.3;;;;
;;;;;;;1269;07/06/2023;14:37:05;37.45;;;;1269;07/06/2023;14:36:05;37.29;;;;
;;;;;;;1270;07/06/2023;14:38:05;37.45;Synchronized;;;1270;07/06/2023;14:37:05;37.3;;;;
;;;;;;;1271;07/06/2023;14:39:05;37.45;Synchronized;;;1271;07/06/2023;14:38:05;37.3;;;;
;;;;;;;1272;07/06/2023;14:40:05;37.46;;;;1272;07/06/2023;14:39:04;37.29;;;;
;;;;;;;1273;07/06/2023;14:41:05;37.46;;;;1273;07/06/2023;14:40:04;37.3;;;;
;;;;;;;1274;07/06/2023;14:42:05;37.46;;;;1274;07/06/2023;14:41:04;37.27;;;;
;;;;;;;1275;07/06/2023;14:43:05;37.46;;;;1275;07/06/2023;14:42:04;37.3;;;;
;;;;;;;1276;07/06/2023;14:44:05;37.48;;;;1276;07/06/2023;14:43:04;37.28;;;;
;;;;;;;1277;07/06/2023;14:45:05;37.51;;;;1277;07/06/2023;14:44:04;37.27;;;;
;;;;;;;1278;07/06/2023;14:46:05;37.54;Synchronized;;;1278;07/06/2023;14:45:04;37.28;;;;
;;;;;;;1279;07/06/2023;14:47:04;37.55;Synchronized;;;1279;07/06/2023;14:46:04;37.29;;;;
;;;;;;;1280;07/06/2023;14:48:04;37.58;;;;1280;07/06/2023;14:47:04;37.27;;;;
;;;;;;;1281;07/06/2023;14:49:04;37.58;;;;1281;07/06/2023;14:48:04;37.28;;;;
;;;;;;;1282;07/06/2023;14:50:04;37.59;;;;1282;07/06/2023;14:49:03;37.29;;;;
;;;;;;;1283;07/06/2023;14:51:04;37.58;;;;1283;07/06/2023;14:50:03;37.3;;;;
;;;;;;;1284;07/06/2023;14:52:04;37.59;;;;1284;07/06/2023;14:51:03;37.31;Synchronized;;;
;;;;;;;1285;07/06/2023;14:53:04;37.56;;;;1285;07/06/2023;14:52:03;37.31;Synchronized;;;
;;;;;;;1286;07/06/2023;14:54:04;37.57;;;;1286;07/06/2023;14:53:03;37.34;;;;
;;;;;;;1287;07/06/2023;14:55:04;37.57;;;;1287;07/06/2023;14:54:03;37.31;;;;
;;;;;;;1288;07/06/2023;14:56:04;37.6;;;;1288;07/06/2023;14:55:03;37.3;;;;
;;;;;;;1289;07/06/2023;14:57:04;37.6;;;;1289;07/06/2023;14:56:03;37.28;;;;
;;;;;;;1290;07/06/2023;14:58:04;37.62;;;;1290;07/06/2023;14:57:03;37.29;;;;
;;;;;;;1291;07/06/2023;14:59:03;37.61;;;;1291;07/06/2023;14:58:02;37.26;;;;
;;;;;;;1292;07/06/2023;15:00:03;37.6;;;;1292;07/06/2023;14:59:02;37.25;;;;
;;;;;;;1293;07/06/2023;15:01:03;37.59;;;;1293;07/06/2023;15:00:02;37.23;;;;
;;;;;;;1294;07/06/2023;15:02:03;37.56;;;;1294;07/06/2023;15:01:02;37.23;;;;
;;;;;;;1295;07/06/2023;15:03:03;37.57;;;;1295;07/06/2023;15:02:02;37.23;;;;
;;;;;;;1296;07/06/2023;15:04:03;37.57;;;;1296;07/06/2023;15:03:02;37.25;;;;
;;;;;;;1297;07/06/2023;15:05:03;37.58;;;;1297;07/06/2023;15:04:02;37.27;;;;
;;;;;;;1298;07/06/2023;15:06:03;37.55;;;;1298;07/06/2023;15:05:02;37.27;;;;
;;;;;;;1299;07/06/2023;15:07:03;37.57;Synchronized;;;1299;07/06/2023;15:06:02;37.26;;;;
;;;;;;;1300;07/06/2023;15:08:03;37.59;Synchronized;;;1300;07/06/2023;15:07:01;37.27;;;;
;;;;;;;1301;07/06/2023;15:09:03;37.59;Synchronized;;;1301;07/06/2023;15:08:01;37.27;;;;
;;;;;;;1302;07/06/2023;15:10:02;37.56;Synchronized;;;1302;07/06/2023;15:09:01;37.27;;;;
;;;;;;;1303;07/06/2023;15:11:02;37.55;Synchronized;;;1303;07/06/2023;15:10:01;37.27;;;;
;;;;;;;1304;07/06/2023;15:12:02;37.56;Synchronized;;;1304;07/06/2023;15:11:01;37.27;;;;
;;;;;;;1305;07/06/2023;15:13:02;37.55;;;;1305;07/06/2023;15:12:01;37.29;;;;
;;;;;;;1306;07/06/2023;15:14:02;37.57;;;;1306;07/06/2023;15:13:01;37.28;;;;
;;;;;;;1307;07/06/2023;15:15:02;37.55;;;;1307;07/06/2023;15:14:01;37.27;;;;
;;;;;;;1308;07/06/2023;15:16:02;37.56;Synchronized;;;1308;07/06/2023;15:15:01;37.25;;;;
;;;;;;;1309;07/06/2023;15:17:02;37.53;;;;1309;07/06/2023;15:16:01;37.27;;;;
;;;;;;;1310;07/06/2023;15:18:02;37.56;;;;1310;07/06/2023;15:17:00;37.27;;;;
;;;;;;;1311;07/06/2023;15:19:02;37.6;Synchronized;;;1311;07/06/2023;15:18:00;37.27;;;;
;;;;;;;1312;07/06/2023;15:20:01;37.6;;;;1312;07/06/2023;15:19:00;37.25;;;;
;;;;;;;1313;07/06/2023;15:21:01;37.63;Synchronized;;;1313;07/06/2023;15:20:00;37.26;;;;
;;;;;;;1314;07/06/2023;15:22:01;37.63;Synchronized;;;1314;07/06/2023;15:21:00;37.26;;;;
;;;;;;;1315;07/06/2023;15:23:01;37.64;;;;1315;07/06/2023;15:22:00;37.27;;;;
;;;;;;;1316;07/06/2023;15:24:01;37.65;Synchronized;;;1316;07/06/2023;15:23:00;37.27;;;;
;;;;;;;1317;07/06/2023;15:25:01;37.63;Synchronized;;;1317;07/06/2023;15:24:00;37.27;;;;
;;;;;;;1318;07/06/2023;15:26:01;37.63;;;;1318;07/06/2023;15:25:00;37.27;;;;
;;;;;;;1319;07/06/2023;15:27:01;37.61;;;;1319;07/06/2023;15:26:00;37.26;;;;
;;;;;;;1320;07/06/2023;15:28:01;37.6;Synchronized;;;1320;07/06/2023;15:26:59;37.26;;;;
;;;;;;;1321;07/06/2023;15:29:00;37.6;;;;1321;07/06/2023;15:27:59;37.27;;;;
;;;;;;;1322;07/06/2023;15:30:00;37.57;;;;1322;07/06/2023;15:28:59;37.27;;;;
;;;;;;;1323;07/06/2023;15:31:00;37.56;;;;1323;07/06/2023;15:29:59;37.27;;;;
;;;;;;;1324;07/06/2023;15:32:00;37.55;;;;1324;07/06/2023;15:30:59;37.27;;;;
;;;;;;;1325;07/06/2023;15:33:00;37.55;;;;1325;07/06/2023;15:31:59;37.29;Synchronized;;;
;;;;;;;1326;07/06/2023;15:34:00;37.55;;;;1326;07/06/2023;15:32:59;37.27;;;;
;;;;;;;1327;07/06/2023;15:35:00;37.54;;;;1327;07/06/2023;15:33:59;37.27;Synchronized;;;
;;;;;;;1328;07/06/2023;15:36:00;37.55;Synchronized;;;1328;07/06/2023;15:34:59;37.27;Synchronized;;;
;;;;;;;1329;07/06/2023;15:37:00;37.54;;;;1329;07/06/2023;15:35:59;37.27;Synchronized;;;
;;;;;;;1330;07/06/2023;15:38:00;37.53;Synchronized;;;1330;07/06/2023;15:36:59;37.25;Synchronized;;;
;;;;;;;1331;07/06/2023;15:38:59;37.55;;;;1331;07/06/2023;15:37:58;37.27;Synchronized;;;
;;;;;;;1332;07/06/2023;15:39:59;37.55;Synchronized;;;1332;07/06/2023;15:38:58;37.26;Synchronized;;;
;;;;;;;1333;07/06/2023;15:40:59;37.55;Synchronized;;;1333;07/06/2023;15:39:58;37.27;Synchronized;;;
;;;;;;;1334;07/06/2023;15:41:59;37.55;Synchronized;;;1334;07/06/2023;15:40:58;37.28;;;;
;;;;;;;1335;07/06/2023;15:42:59;37.58;;;;1335;07/06/2023;15:41:58;37.27;;;;
;;;;;;;1336;07/06/2023;15:43:59;37.62;;;;1336;07/06/2023;15:42:58;37.3;;;;
;;;;;;;1337;07/06/2023;15:44:59;37.61;;;;1337;07/06/2023;15:43:58;37.3;;;;
;;;;;;;1338;07/06/2023;15:45:59;37.63;;;;1338;07/06/2023;15:44:57;37.31;;;;
;;;;;;;1339;07/06/2023;15:46:59;37.61;;;;1339;07/06/2023;15:45:57;37.32;;;;
;;;;;;;1340;07/06/2023;15:47:58;37.59;;;;1340;07/06/2023;15:46:57;37.31;;;;
;;;;;;;1341;07/06/2023;15:48:58;37.62;;;;1341;07/06/2023;15:47:57;37.34;;;;
;;;;;;;1342;07/06/2023;15:49:58;37.62;;;;1342;07/06/2023;15:48:57;37.33;;;;
;;;;;;;1343;07/06/2023;15:50:58;37.6;;;;1343;07/06/2023;15:49:57;37.33;;;;
;;;;;;;1344;07/06/2023;15:51:58;37.57;;;;1344;07/06/2023;15:50:57;37.34;;;;
;;;;;;;1345;07/06/2023;15:52:58;37.59;;;;1345;07/06/2023;15:51:57;37.33;Synchronized;;;
;;;;;;;1346;07/06/2023;15:53:58;37.57;;;;1346;07/06/2023;15:52:56;37.31;;;;
;;;;;;;1347;07/06/2023;15:54:58;37.58;;;;1347;07/06/2023;15:53:56;37.3;;;;
;;;;;;;1348;07/06/2023;15:55:58;37.6;;;;1348;07/06/2023;15:54:56;37.3;;;;
;;;;;;;1349;07/06/2023;15:56:57;37.62;;;;1349;07/06/2023;15:55:56;37.3;;;;
;;;;;;;1350;07/06/2023;15:57:57;37.57;;;;1350;07/06/2023;15:56:56;37.3;Synchronized;;;
;;;;;;;1351;07/06/2023;15:58:57;37.59;;;;1351;07/06/2023;15:57:56;37.3;;;;
;;;;;;;1352;07/06/2023;15:59:57;37.55;Synchronized;;;1352;07/06/2023;15:58:56;37.3;;;;
;;;;;;;1353;07/06/2023;16:00:57;37.57;Synchronized;;;1353;07/06/2023;15:59:56;37.32;Synchronized;;;
;;;;;;;1354;07/06/2023;16:01:57;37.58;;;;1354;07/06/2023;16:00:55;37.33;Synchronized;;;
;;;;;;;1355;07/06/2023;16:02:57;37.59;;;;1355;07/06/2023;16:01:55;37.33;;;;
;;;;;;;1356;07/06/2023;16:03:57;37.58;;;;1356;07/06/2023;16:02:55;37.33;;;;
;;;;;;;1357;07/06/2023;16:04:57;37.6;;;;1357;07/06/2023;16:03:55;37.34;Synchronized;;;
;;;;;;;1358;07/06/2023;16:05:56;37.62;;;;1358;07/06/2023;16:04:55;37.37;Synchronized;;;
;;;;;;;1359;07/06/2023;16:06:56;37.58;;;;1359;07/06/2023;16:05:55;37.34;Synchronized;;;
;;;;;;;1360;07/06/2023;16:07:56;37.55;;;;1360;07/06/2023;16:06:55;37.37;Synchronized;;;
;;;;;;;1361;07/06/2023;16:08:56;37.55;;;;1361;07/06/2023;16:07:54;37.38;Synchronized;;;
;;;;;;;1362;07/06/2023;16:09:56;37.55;;;;1362;07/06/2023;16:08:54;37.38;Synchronized;;;
;;;;;;;1363;07/06/2023;16:10:56;37.61;;;;1363;07/06/2023;16:09:54;37.38;Synchronized;;;
;;;;;;;1364;07/06/2023;16:11:56;37.58;Synchronized;;;1364;07/06/2023;16:10:54;37.35;Synchronized;;;
;;;;;;;1365;07/06/2023;16:12:56;37.53;;;;1365;07/06/2023;16:11:54;37.38;;;;
;;;;;;;1366;07/06/2023;16:13:56;37.5;;;;1366;07/06/2023;16:12:54;37.38;Synchronized;;;
;;;;;;;1367;07/06/2023;16:14:56;37.51;;;;1367;07/06/2023;16:13:54;37.35;;;;
;;;;;;;1368;07/06/2023;16:15:55;37.48;;;;1368;07/06/2023;16:14:54;37.38;;;;
;;;;;;;1369;07/06/2023;16:16:55;37.46;;;;1369;07/06/2023;16:15:54;37.37;;;;
;;;;;;;1370;07/06/2023;16:17:55;37.46;;;;1370;07/06/2023;16:16:54;37.37;;;;
;;;;;;;1371;07/06/2023;16:18:55;37.5;;;;1371;07/06/2023;16:17:53;37.38;;;;
;;;;;;;1372;07/06/2023;16:19:55;37.51;Synchronized;;;1372;07/06/2023;16:18:53;37.38;;;;
;;;;;;;1373;07/06/2023;16:20:55;37.5;;;;1373;07/06/2023;16:19:53;37.39;;;;
;;;;;;;1374;07/06/2023;16:21:55;37.55;Synchronized;;;1374;07/06/2023;16:20:53;37.39;;;;
;;;;;;;1375;07/06/2023;16:22:55;37.51;Synchronized;;;1375;07/06/2023;16:21:53;37.39;Synchronized;;;
;;;;;;;1376;07/06/2023;16:23:55;37.48;Synchronized;;;1376;07/06/2023;16:22:53;37.39;Synchronized;;;
;;;;;;;1377;07/06/2023;16:24:55;37.42;Synchronized;;;1377;07/06/2023;16:23:53;37.38;Synchronized;;;
;;;;;;;1378;07/06/2023;16:25:55;37.41;Synchronized;;;1378;07/06/2023;16:24:53;37.39;Synchronized;;;
;;;;;;;1379;07/06/2023;16:26:54;37.41;Synchronized;;;1379;07/06/2023;16:25:52;37.4;Synchronized;;;
;;;;;;;1380;07/06/2023;16:27:54;37.44;Synchronized;;;1380;07/06/2023;16:26:52;37.4;Synchronized;;;
;;;;;;;1381;07/06/2023;16:28:54;37.44;Synchronized;;;1381;07/06/2023;16:27:52;37.39;Synchronized;;;
;;;;;;;1382;07/06/2023;16:29:54;37.44;Synchronized;;;1382;07/06/2023;16:28:52;37.39;;;;
;;;;;;;1383;07/06/2023;16:30:54;37.41;Synchronized;;;1383;07/06/2023;16:29:52;37.38;Synchronized;;;
;;;;;;;1384;07/06/2023;16:31:54;37.39;Synchronized;;;1384;07/06/2023;16:30:52;37.38;;;;
;;;;;;;1385;07/06/2023;16:32:54;37.37;Synchronized;;;1385;07/06/2023;16:31:52;37.37;Synchronized;;;
;;;;;;;1386;07/06/2023;16:33:54;37.37;Synchronized;;;1386;07/06/2023;16:32:52;37.38;;;;
;;;;;;;1387;07/06/2023;16:34:54;37.39;Synchronized;;;1387;07/06/2023;16:33:52;37.38;;;;
;;;;;;;1388;07/06/2023;16:35:54;37.44;Synchronized;;;1388;07/06/2023;16:34:51;37.35;;;;
;;;;;;;1389;07/06/2023;16:36:53;37.45;Synchronized;;;1389;07/06/2023;16:35:51;37.34;;;;
;;;;;;;1390;07/06/2023;16:37:53;37.46;Synchronized;;;1390;07/06/2023;16:36:51;37.38;;;;
;;;;;;;1391;07/06/2023;16:38:53;37.48;Synchronized;;;1391;07/06/2023;16:37:51;37.38;;;;
;;;;;;;1392;07/06/2023;16:39:53;37.45;Synchronized;;;1392;07/06/2023;16:38:51;37.38;;;;
;;;;;;;1393;07/06/2023;16:40:53;37.48;Synchronized;;;1393;07/06/2023;16:39:51;37.38;Synchronized;;;
;;;;;;;1394;07/06/2023;16:41:53;37.57;Synchronized;;;1394;07/06/2023;16:40:51;37.38;Synchronized;;;
;;;;;;;1395;07/06/2023;16:42:53;37.67;Synchronized;;;1395;07/06/2023;16:41:50;37.38;Synchronized;;;
;;;;;;;1396;07/06/2023;16:43:53;37.67;Synchronized;;;1396;07/06/2023;16:42:50;37.38;;;;
;;;;;;;1397;07/06/2023;16:44:53;37.7;Synchronized;;;1397;07/06/2023;16:43:50;37.37;;;;
;;;;;;;1398;07/06/2023;16:45:53;37.7;Synchronized;;;1398;07/06/2023;16:44:50;37.38;;;;
;;;;;;;1399;07/06/2023;16:46:52;37.7;Synchronized;;;1399;07/06/2023;16:45:50;37.38;Synchronized;;;
;;;;;;;1400;07/06/2023;16:47:52;37.68;Synchronized;;;1400;07/06/2023;16:46:50;37.37;Synchronized;;;
;;;;;;;1401;07/06/2023;16:48:52;37.63;Synchronized;;;1401;07/06/2023;16:47:50;37.4;Synchronized;;;
;;;;;;;1402;07/06/2023;16:49:52;37.66;Synchronized;;;1402;07/06/2023;16:48:50;37.39;Synchronized;;;
;;;;;;;1403;07/06/2023;16:50:52;;Missing data;;;1403;07/06/2023;16:49:50;37.39;;;;
;;;;;;;1404;07/06/2023;16:51:52;37.66;;;;1404;07/06/2023;16:50:49;37.39;;;;
;;;;;;;1405;07/06/2023;16:52:07;37.68;;;;1405;07/06/2023;16:51:49;37.38;;;;
;;;;;;;1406;07/06/2023;16:52:22;37.69;;;;1406;07/06/2023;16:52:49;37.4;;;;
;;;;;;;1407;07/06/2023;16:52:37;37.69;;;;1407;07/06/2023;16:53:04;37.4;;;;
;;;;;;;1408;07/06/2023;16:52:52;37.68;;;;1408;07/06/2023;16:53:19;37.42;;;;
;;;;;;;1409;07/06/2023;16:53:07;37.68;;;;1409;07/06/2023;16:53:34;37.41;;;;
;;;;;;;1410;07/06/2023;16:53:22;37.68;;;;;;;;;;;
;;;;;;;1411;07/06/2023;16:53:37;37.66;;;;;;;;;;;
;;;;;;;1412;07/06/2023;16:53:52;;Missing data;;;;;;;;;;
;;;;;;;1413;07/06/2023;16:54:07;;Missing data;;;;;;;;;;
;;;;;;;1414;07/06/2023;16:54:22;;Missing data;;;;;;;;;;
;;;;;;;1415;07/06/2023;16:54:37;;Missing data;;;;;;;;;;
;;;;;;;1416;07/06/2023;16:54:52;;Missing data;;;;;;;;;;
;;;;;;;1417;07/06/2023;16:55:07;;Missing data;;;;;;;;;;
;;;;;;;1418;07/06/2023;16:55:22;;Missing data;;;;;;;;;;
;;;;;;;1419;07/06/2023;16:55:37;;Missing data;;;;;;;;;;
;;;;;;;1420;07/06/2023;16:55:52;;Missing data;;;;;;;;;;
;;;;;;;1421;07/06/2023;16:56:07;;Missing data;;;;;;;;;;
;;;;;;;1422;07/06/2023;16:56:22;;Missing data;;;;;;;;;;
;;;;;;;1423;07/06/2023;16:56:37;;Missing data;;;;;;;;;;
;;;;;;;1424;07/06/2023;16:56:52;;Missing data;;;;;;;;;;
;;;;;;;1425;07/06/2023;16:57:07;;Missing data;;;;;;;;;;
;;;;;;;1426;07/06/2023;16:57:22;;Missing data;;;;;;;;;;
;;;;;;;1427;07/06/2023;16:57:37;;Missing data;;;;;;;;;;
;;;;;;;1428;07/06/2023;16:57:52;;Missing data;;;;;;;;;;
;;;;;;;1429;07/06/2023;16:58:07;;Missing data;;;;;;;;;;
;;;;;;;1430;07/06/2023;16:58:22;;Missing data;;;;;;;;;;
;;;;;;;1431;07/06/2023;16:58:37;;Missing data;;;;;;;;;;
;;;;;;;1432;07/06/2023;16:58:52;;Missing data;;;;;;;;;;
;;;;;;;1433;07/06/2023;16:59:07;;Missing data;;;;;;;;;;
;;;;;;;1434;07/06/2023;16:59:22;;Missing data;;;;;;;;;;
;;;;;;;1435;07/06/2023;16:59:37;;Missing data;;;;;;;;;;
;;;;;;;1436;07/06/2023;16:59:52;;Missing data;;;;;;;;;;
;;;;;;;1437;07/06/2023;17:00:07;;Missing data;;;;;;;;;;
;;;;;;;1438;07/06/2023;17:00:22;;Missing data;;;;;;;;;;
;;;;;;;1439;07/06/2023;17:00:37;;Missing data;;;;;;;;;;
;;;;;;;1440;07/06/2023;17:00:52;;Missing data;;;;;;;;;;
;;;;;;;1441;07/06/2023;17:01:07;;Missing data;;;;;;;;;;
;;;;;;;1442;07/06/2023;17:01:22;;Missing data;;;;;;;;;;
;;;;;;;1443;07/06/2023;17:01:37;;Missing data;;;;;;;;;;
;;;;;;;1444;07/06/2023;17:01:52;;Missing data;;;;;;;;;;
;;;;;;;1445;07/06/2023;17:02:07;;Missing data;;;;;;;;;;
;;;;;;;1446;07/06/2023;17:02:22;;Missing data;;;;;;;;;;
;;;;;;;1447;07/06/2023;17:02:37;;Missing data;;;;;;;;;;
;;;;;;;1448;07/06/2023;17:02:52;;Missing data;;;;;;;;;;
;;;;;;;1449;07/06/2023;17:03:07;;Missing data;;;;;;;;;;
;;;;;;;1450;07/06/2023;17:03:22;;Missing data;;;;;;;;;;
;;;;;;;1451;07/06/2023;17:03:37;;Missing data;;;;;;;;;;
;;;;;;;1452;07/06/2023;17:03:52;37.77;;;;;;;;;;;
;
;
12/06/2023;11:30:32;SAMPLING PERIOD CHANGED (1min);
